S.no,property,location,carpet_area_sqft,Price,Rate_per_sqft,status,floor,transaction,facing,overlooking,ownership,parking,city,bedroom,X,Y,nearest_metro_1,nearest_metro_2,nearest_school_1,nearest_school_2,nearest_school_3,nearest_hospital_1,nearest_hospital_2,nearest_hospital_3,distance_nearest_metro_km,distance_nearest_hospital_km,distance_nearest_school_km
1,Parnami Infra, Vasant Vihar,3000.0,85000000,21250,Ready to Move,2 out of 4,Resale,North - East,Garden/Park,Freehold,"2 Covered,",Delhi,4,77.1362483,28.566437,190,25,4267,4278,4092,28,83,40,1.068414585721547,3.77628954364904,0.9957647964798272
2,Dolphin Real Estates, Sushant Lok-I,1500.0,26500000,9815,Ready to Move,Ground out of 4,New Property,North - West,Main Road,Freehold,1 Covered,Gurgaon,4,77.076724,28.464228,59,60,831,818,5547,128,28,29,0.7055608947183238,9.91042580994105,4.846174270428819
3,The Unique Realty, DLF City Phase 2,1296.0,29500000,15245,Ready to Move,1 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,"1 Covered,",Gurgaon,3,77.0846097,28.483901,135,136,831,818,4251,28,128,29,0.33864405615898346,8.14566457686228,4.039526443959037
4,Iconic Realty, Rohini Sector 24,1100.0,12100000,10083,Ready to Move,1 out of 4,New Property,North - East,Garden/Park,Freehold,"1 Covered,",Delhi,3,77.122822,28.732753,172,176,4985,4984,5184,80,50,42,1.9876470141526223,1.596403412235594,0.43760886697201584
5,Synergy Real Estates, Rohini Sector 8,750.0,25000000,31250,Ready to Move,2 out of 4,New Property,East,Garden/Park,Leasehold,1 Covered,Delhi,3,77.122822,28.732753,172,176,4985,4984,5184,80,50,42,1.9876470141526223,1.596403412235594,0.43760886697201584
6,Essbee Realtors, CRC Joyous,991.0,12700000,8063,Poss. by Dec '23,6 out of 26,New Property,North,"Garden/Park, Main Road",Freehold,1 Covered,Noida,3,77.060314,28.415772,59,60,743,506,831,128,29,28,5.0266891937632465,14.975925173987656,8.951236133639684
7,Investors Home, Godrej Nature Plus,1100.0,13500000,8671,Poss. by Sep '23,3 out of 3,New Property,South,Main Road,Freehold,"2 Covered,",Gurgaon,3,77.695385,12.923102,96,162,741,742,511,4,5,29,555.0605414653824,1731.2707765954674,1722.0406661418103
8,Temple Homes Pvt. Ltd., Luxury Builder Floors,2200.0,35000000,12963,Ready to Move,2 out of 4,New Property,North,"Garden/Park, Pool",Freehold,4 Covered,Gurgaon,4,76.038761,11.542692,96,162,167,741,742,4,29,5,727.0320354873099,1888.508818158315,1878.7667258718407
9,Shanti Property, Experion Windchants,3200.0,87500000,10276,Ready to Move,25 out of 25,Resale,West,"Pool, Garden/Park, Main Road",Freehold,"3 Covered,",Gurgaon,5,77.015669,28.517747,182,40,2071,2070,1898,128,109,18,3.5841572283304886,5.587988583314342,2.8602129913653034
10,Makaan Search Realty, DLF City Plot Phase 1,2700.0,54900000,15250,Ready to Move,1 out of 4,New Property,North - East,Garden/Park,Freehold,2 Covered,Gurgaon,4,77.102974,28.491651,53,197,818,831,4250,28,29,128,1.0717725595068497,6.420921088505945,2.7784842715260836
11,Worth It Realtors, Uppal Southend,5600.0,19900000,6633,Ready to Move,4 out of 4,New Property,North,Garden/Park,Freehold,3 Covered,Gurgaon,4,77.0465154,28.4102729,59,60,743,831,506,128,29,28,6.171493569736743,15.590606098196476,10.511244568720427
12,Miglani Realtors , Pioneer Presidia,1900.0,71500000,16486,Ready to Move,7 out of 21,Resale,East,Main Road,Freehold,"2 Covered,",Gurgaon,4,77.086556,28.414739,59,60,743,506,515,29,28,128,5.185835557131508,14.240396022023624,6.56157350225507
13,GRAHA PRAVESH, Vipul World,2800.0,31000000,6889,Ready to Move,3 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,4,77.0345031,28.4128327,59,60,743,831,5547,128,28,29,6.677483988847782,15.435497523154469,11.416186816908997
14,Dash Services, Emaar MGF Marbella,1400.0,120000000,18405,Ready to Move,Ground out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",Gurgaon,5,77.104215,28.516723,53,25,4251,4143,4145,28,29,128,3.8579547225211037,4.703299091556834,0.5926293430418946
15,House 2 Home Realty , Luxury Floors,1800.0,57500000,12727,Ready to Move,2 out of 4,New Property,North - West,Garden/Park,Freehold,"2 Covered,",Gurgaon,4,77.09332,28.445347,59,60,831,5547,743,29,28,128,2.7702021024331973,11.12095529524342,4.032208203910924
16,Amethyst Landbase LLP, DLF City Phase 2,1700.0,41000000,14416,Ready to Move,1 out of 4,Resale,North - East,Garden/Park,Freehold,"2 Covered,",Gurgaon,4,77.0846097,28.483901,135,136,831,818,4251,28,128,29,0.33864405615898346,8.14566457686228,4.039526443959037
17,Proporigin Estate, Uppal Southend,1205.0,19500000,6500,Ready to Move,4 out of 4,New Property,West,Garden/Park,Leasehold,2 Covered,Gurgaon,4,77.0465154,28.4102729,59,60,743,831,506,128,29,28,6.171493569736743,15.590606098196476,10.511244568720427
18,Investin PRO Realtech Pvt. Ltd., Defence Colony,3300.0,82500000,33093,Poss. by Dec '23,2 out of 4,New Property,North,Garden/Park,Freehold,2 Covered,Delhi,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
21,, Bestech Altura,2025.0,23800000,8957,Ready to Move,10 out of 14,New Property,East,"Garden/Park, Main Road",Freehold,"1 Covered,",Gurgaon,4,76.925968,28.409267,202,59,2126,2160,1881,128,109,74,8.502719674314237,21.152869683568728,11.872763771358148
22,, Hauz Khas,2000.0,54900000,31371,Poss. by Jan '27,Ground out of 4,New Property,North - East,Garden/Park,Freehold,5 Open,Delhi,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
23,, Ashiana Amarah,1410.0,13500000,7297,Ready to Move,1 out of 4,New Property,West,Main Road,Freehold,3 Covered,Gurgaon,3,76.767685,30.704855,58,176,5401,5402,3774,103,99,102,215.051343853244,210.16585838816522,206.5982123015834
31,C K Realty, Antriksh Grand View,1350.0,18500000,8222,Ready to Move,9 out of 19,New Property,North - East,"Garden/Park, Pool, Main Road",Leasehold,1 Covered,Noida,3,77.386773,28.558393,15,143,5574,1202,1284,24,118,1,5.852917370186793,9.434739019067598,7.045952638568184
32,Nandi Realtors, Kishangarh,240.0,8500000,6538,Ready to Move,3 out of 5,New Property,East,"Garden/Park, Main Road",Freehold,"2 Covered,",Delhi,3,74.86685,26.5741,202,59,1863,2126,2125,74,116,109,305.51884923531384,325.28011974468444,310.8167433539135
33,Shikhar Realty Services Pvt. Ltd., Vatika Sovereign Park,2450.0,29100000,10500,Poss. by Apr '24,5 out of 12,New Property,South - East,"Garden/Park, Pool, Main Road",Freehold,2 Open,Gurgaon,3,77.01954,28.453328,59,60,2217,2071,2070,128,109,89,5.933679745771714,11.443172410017542,8.094455477305015
34,A N Builders & Promoters, Sector 45 Block A Gurgaon,789.0,21000000,15556,Ready to Move,1 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,3,77.069737,28.440781,59,60,831,5547,818,128,29,28,2.0857107219250146,12.30949965562511,6.453405907017598
35,Piyush Ahuja, Paramount Emotions,750.0,7700000,5580,Ready to Move,1 out of 19,Resale,North - East,Main Road,Leasehold,1 Covered,Noida,3,76.441144,10.874852,96,162,167,741,742,4,5,29,791.3654168482997,1959.9366834653279,1950.3465344533456
36,Infinity Investments, DLF City Phase 1,1350.0,60000000,21429,Ready to Move,7 out of 20,Resale,North - West,Main Road,Freehold,"1 Covered,",Gurgaon,3,77.0836441,28.4640865,59,60,831,818,5547,28,29,128,1.3283686335567095,10.128021753058695,4.088539933610702
37,Bhoomi Zone, Capital Athena,1550.0,10600000,8218,Ready to Move,2 out of 4,New Property,North - East,"Pool, Garden/Park",Freehold,1 Covered,Noida,3,77.075209,28.451156,59,60,831,5547,818,128,28,29,0.9518696592681694,11.282666418491912,5.393880526991672
38,AR Realtors , Smart World Orchard,1467.0,16600000,14500,Poss. by Jan '24,1 out of 14,New Property,North - East,"Garden/Park, Pool, Main Road",Leasehold,"2 Covered,",Gurgaon,2,83.301806,17.727266,96,162,741,742,511,5,4,1,641.1969501264817,1372.8343604756192,1365.8654557738564
39,Shokeen Estates, Emaar Emerald Estate,2048.0,17500000,11667,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,3,77.104215,28.516723,53,25,4251,4143,4145,28,29,128,3.8579547225211037,4.703299091556834,0.5926293430418946
40,Maakriti Realtors Private Limited, RWA Sector 57,1100.0,20000000,7407,Ready to Move,10 out of 14,Resale,North - East,"Garden/Park, Main Road",Freehold,5 Open,Gurgaon,4,77.094641,28.488982,197,53,818,831,4251,28,29,128,0.875176672448149,7.292190784099834,3.4813238546282617
41,Arun Singhal, Corona Optus,2200.0,17500000,6331,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,4,76.98884515,28.4521115,59,60,2071,2160,2070,128,109,74,9.33769059222127,13.09398768553423,7.536713725943526
42,Shree Home Solution, Sector 28 Gurgaon,3469.0,41000000,7178,Ready to Move,15 out of 17,Resale,East,"Garden/Park, Main Road",Freehold,1 Open,Gurgaon,5,77.0825722,28.4741302,112,135,831,818,5547,28,128,29,0.6359422040788547,9.05978538142453,4.179704616607458
43,Space & Services Venture (Regd.), Siddhartha Vihar,1500.0,14700000,3928,Poss. by Mar '26,1 out of 4,New Property,East,"Garden/Park, Pool, Main Road",Freehold,"2 Covered,",Ghaziabad,3,84.982763,24.694906,162,177,5516,5558,5604,1,118,24,942.25559438564,955.3040411878569,948.1685265423679
44,Grow Up Investors, RPS Savana,1750.0,5000000,6029,Ready to Move,3 out of 4,Resale,East,Main Road,Freehold,"2 Covered,",Faridabad,2,77.053087,28.419861,59,60,743,831,5547,128,29,28,4.891322077516098,14.505206656781624,9.281132689154203
45,Happy Homez, Rajendra Nagar,2300.0,20500000,10331,Ready to Move,19 out of 28,New Property,North - East,Garden/Park,Freehold,"1 Covered,",Ghaziabad,5,77.0211279,28.4495431,59,60,2217,2071,2070,128,109,89,5.822259006361355,11.78460380614472,8.45188500266556
46,Anantham Infra Pvt Ltd, All Punjabi Welfare Association,1593.0,26500000,17584,Ready to Move,4 out of 20,New Property,North - East,"Garden/Park, Main Road",Freehold,1 Open,Gurgaon,4,72.85277,19.229848,96,202,2126,1863,1881,128,29,109,538.960878610189,1134.8329597920547,1123.353163590322
47,Shiv Shakti Properties, M3M Golf Estate,360.0,61000000,7035,Ready to Move,4 out of 7,Resale,East,"Garden/Park, Pool, Main Road",Freehold,"2 Covered,",Gurgaon,3,77.06767955,28.40194465,59,60,743,506,515,29,28,128,6.395117501199381,16.564752463877717,9.071122894528985
48,Happy Homes Properties and Builders, Ramprastha Primera,1350.0,12100000,12513,Ready to Move,2 out of 10,New Property,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,3,77.320228,28.660717,4,29,1156,1254,5486,94,100,107,1.5695118501005305,0.8558301142304607,0.08351398345826994
49,Unistar Estates Pvt. Ltd., Kesarwani Apartment,1500.0,24400000,15400,Ready to Move,1 out of 4,Resale,North - West,Garden/Park,Freehold,"1 Covered,",Delhi,3,77.053167,28.599217,37,36,2049,2000,1987,43,23,108,1.4766948078422524,0.5320787564568606,0.36212170873673555
50,, Guru Apartment,800.0,38500000,10511,Ready to Move,1 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,Delhi,4,77.059766,28.592601,36,35,2034,2005,2011,25,43,23,1.3057693136904116,1.1421191429646385,0.28987702599022946
51,, MRG Crown,715.0,17500000,5753,Poss. by Feb '26,1 out of 4,New Property,East,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,3,77.059659,28.468272,60,59,2217,831,818,128,28,29,1.4865215845366646,9.15391859695895,5.84104978467618
52,, Uttam Nagar,1444.0,2100000,5759,Ready to Move,4 out of 28,New Property,North,Main Road,Freehold,1 Covered,Delhi,1,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
53,, Indirapuram,1900.0,8350000,15312,Ready to Move,1 out of 4,New Property,East,Main Road,Freehold,2 Covered,Ghaziabad,3,77.369259,28.633667,89,101,1203,1580,1343,7,94,100,5.031456337711626,6.645483656020413,3.584588515627224
54,, DLF Capital Greens 1 and 2,360.0,24500000,5000,Ready to Move,3 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,,Delhi,3,77.100441,28.472445,53,197,831,818,5547,29,28,128,1.0821410590595684,8.246682194572637,2.1879462987986185
55,, Shakti Khand,3500.0,4500000,3765,Ready to Move,3 out of 9,New Property,East,Main Road,Freehold,,Ghaziabad,2,77.058419,28.454355,59,60,831,2217,818,128,28,29,1.6746020730443383,10.688054706639837,7.052637762221423
61,Aashirwad Home Developers, Aashirwad Homes,1500.0,10500000,7000,Ready to Move,3 out of 4,New Property,North,Garden/Park,Freehold,2 Covered,Faridabad,3,75.734417,12.436416,96,162,167,741,742,29,4,5,640.5179767772798,1792.2018635722789,1782.5246639355926
62,Dwarka Expressway Homes, M3M Woodshire,1720.0,13000000,6691,Ready to Move,8 out of 15,Resale,East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Gurgaon,3,77.059615,28.402113,59,60,743,506,515,29,128,28,6.515385927120679,16.4873181862119,9.864130395482855
63,Premium Estates, RWA Sushant lok,2500.0,27500000,8488,Ready to Move,1 out of 4,New Property,North - East,Main Road,Freehold,3 Covered,Gurgaon,4,77.072965,28.463707,59,60,831,818,5547,128,28,29,0.4856192434424292,9.868382236144694,5.2674068159544465
64,Ruchika, Sushant Lok 1 Block C,4518.0,55000000,9773,Ready to Move,3 out of 4,New Property,North - East,Garden/Park,Freehold,2 Open,Gurgaon,4,77.07704,28.468151,60,59,831,818,5547,128,28,29,0.6911379121221416,9.499573617020728,4.772974703550119
65,Treveni Properties, Himachal Dauladhar,1800.0,21500000,9737,Ready to Move,4 out of 7,Resale,East,Main Road,Freehold,1 Open,Delhi,4,77.270865,31.903523,58,176,5401,5402,4042,103,99,80,336.10949415520116,341.0755284337396,337.2547661018432
66,Ambawata Properties, Sector 63A,1750.0,18500000,25926,Ready to Move,1 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,"1 Covered,",Gurgaon,3,77.0717418,28.4416815,59,60,831,5547,818,128,29,28,1.9630462946958769,12.244662009130767,6.210835670361293
67,Silver Homz, Executive Floor,2300.0,70000000,10706,Ready to Move,3 out of 4,New Property,North - East,Garden/Park,Freehold,1 Covered,Delhi,4,77.09332,28.445347,59,60,831,5547,743,29,28,128,2.7702021024331973,11.12095529524342,4.032208203910924
68,Bajaj Properties, IES Officers Apartment,1600.0,18200000,10900,Ready to Move,4 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,3,77.053001,28.603992,37,126,2028,4425,5741,23,108,43,1.8861492344419462,0.11931445763185357,0.5543565485000091
69,A One Realtors, Hind Apartment,1800.0,21800000,7344,Ready to Move,8 out of 8,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Delhi,3,77.087003,28.474359,135,136,831,818,5547,28,29,128,0.7591350888262554,9.033171928368073,3.6944877057174343
70,Bhoomi Bazar, Vatika Sovereign Next,2350.0,23500000,11250,Ready to Move,10 out of 22,New Property,East,"Garden/Park, Pool",Freehold,"4 Covered,",Gurgaon,4,77.064083,28.468743,60,59,2217,831,818,128,28,29,1.0075494563177785,9.149566140286884,5.900368833140634
71,Sachdeva Associates, The Vimal Apartment,1550.0,18000000,20202,Ready to Move,1 out of 8,Resale,East,"Garden/Park, Main Road",Freehold,2 Covered,Delhi,4,77.101011,28.448712,59,197,831,5547,743,29,28,128,3.3612289742779295,10.27585730982157,3.1664412329721867
72,Balaji Properties, Palam Vihar Pocket B Gurgaon,594.0,12000000,6263,Ready to Move,3 out of 3,Resale,East,Main Road,Freehold,2 Covered,Gurgaon,3,77.042356,28.509885,182,40,2217,2205,1750,128,89,109,4.073553593829131,4.689746742510126,1.4073117435311115
73,Khatu Shyam Builders, Dwarka Mor,450.0,3100000,46393,Ready to Move,2 out of 4,New Property,West,Garden/Park,Freehold,2 Covered,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
74,Shriram Properties, New Friends Colony New Delhi,4311.0,200000000,8231,Ready to Move,3 out of 3,Resale,South - East,"Garden/Park, Main Road",Freehold,1 Covered,Delhi,10,77.271137,28.563114,201,70,662,259,258,85,11,10,0.560469274658525,0.21380918368078483,0.36797404061292577
75,Jai Ambay Associates, DDA Metro View Apartments,1100.0,10700000,4861,Ready to Move,Ground out of 4,Resale,North,Garden/Park,Freehold,"1 Covered,",Delhi,2,77.031927,28.600331,38,39,2021,1992,2031,54,87,18,0.40994498134851337,1.3507308168895673,0.21702955487617692
76,Builders World Developer, Govindpuri Main,675.0,3500000,11849,Ready to Move,12 out of 34,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Open,Delhi,2,76.47899,28.18916,202,59,1863,2126,2125,74,116,109,52.90995498154493,72.35105010350644,57.87641820421984
78,Parnami Infratech Pvt. Ltd, RWA Residential Society,1405.0,17000000,3443,Ready to Move,16 out of 20,New Property,North - East,Main Road,Freehold,2 Covered,Gurgaon,3,79.43072,28.973845,58,187,2589,2774,3034,129,94,100,223.93907023808273,236.35373820018773,235.15280189161726
79,Salasar Estate, Sector 86,1688.0,6500000,4915,Ready to Move,1 out of 4,Resale,North - East,Main Road,Freehold,1 Covered,Faridabad,3,76.9411257,28.3981205,202,59,2126,2160,2236,128,109,74,10.579291127392342,21.043652464914743,13.564438766319592
80,OM Documentation & Associates , Dwarka Mor,1040.0,5160000,15152,Ready to Move,20 out of 28,New Property,East,"Garden/Park, Pool, Main Road",Freehold,2 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
82,Raj Properties, Emerald Heights,1004.0,7600000,6483,Ready to Move,3 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,1 Open,Faridabad,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
83,Agarwal Realtors, Signature Global Park 4 and 5,1450.0,7650000,23214,Ready to Move,1 out of 4,Resale,North - West,Garden/Park,Freehold,"1 Covered,",Gurgaon,3,77.065442,28.290471,59,60,743,506,515,29,28,128,18.761881928968428,27.518321118970437,18.546574502662263
85,Deal Realtors, Experion Windchants,2850.0,36000000,19853,Ready to Move,9 out of 20,Resale,North - East,"Garden/Park, Pool",Freehold,,Gurgaon,3,77.015669,28.517747,182,40,2071,2070,1898,128,109,18,3.5841572283304886,5.587988583314342,2.8602129913653034
86,Mehta Propmart Pvt. Ltd., DLF The Summit,1220.0,67500000,6500,Ready to Move,10 out of 20,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,,Gurgaon,4,77.10509,28.446815,59,53,831,5547,743,29,28,40,3.85929182894809,10.154352087041964,3.0597615097134647
88,Bhoomi Real Estate (Reg.), DDA Metro View Apartments,1500.0,16000000,9529,Ready to Move,4 out of 7,New Property,North - East,"Garden/Park, Main Road",Freehold,,Delhi,3,77.031927,28.600331,38,39,2021,1992,2031,54,87,18,0.40994498134851337,1.3507308168895673,0.21702955487617692
89,Negi Associates, Anusandhan Apartment,1292.0,16200000,4699,Ready to Move,19 out of 19,Resale,,"Garden/Park, Pool, Main Road",Freehold,,Delhi,3,77.064764,28.593026,35,36,2011,2005,2045,25,60,43,1.5540464300115144,0.6048238229181498,0.6264607532888468
91,Sehrawat Properties Pvt. Ltd., Apna Villa Apartment,1700.0,24500000,11136,Ready to Move,2 out of 9,Resale,North,Garden/Park,Freehold,2 Open,Delhi,4,72.821891,19.423484,96,202,2126,1863,1881,128,29,109,548.4125640694784,1116.710292396056,1105.073342075911
92,R S Associates, Fakhrudd Apartments,1750.0,19500000,9286,Ready to Move,5 out of 7,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,3,72.815504,18.964248,96,202,2126,1863,1881,128,29,109,535.8093571331283,1163.4402183985912,1152.0650317325778
95,Devbhoomi Realtors, DDA Platinum Heights,1600.0,17300000,9611,Ready to Move,3 out of 10,Resale,North - East,Garden/Park,Freehold,2 Open,Delhi,3,72.847655,19.165684,96,202,2126,1863,1881,128,29,109,537.6332837501146,1141.5619257983321,1130.1129883119568
96,Alleanza Landbase Pvt. Ltd., Sushant Lok 1 Block C,1520.0,19000000,10053,Ready to Move,2 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,"2 Covered,",Gurgaon,3,77.07704,28.468151,60,59,831,818,5547,128,28,29,0.6911379121221416,9.499573617020728,4.772974703550119
97,Prime Estates, Kanak Durga Apartment,1600.0,22500000,12500,Ready to Move,2 out of 10,Resale,East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,3,80.605874,16.515343,96,162,741,742,511,5,4,1,375.52962664969334,1382.9661505602312,1374.588687723087
98,S S Properties, Unitech Harmony,1500.0,17500000,9744,Ready to Move,11 out of 19,Resale,East,"Pool, Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,2,77.058547,28.444525,59,60,831,5547,818,128,28,29,2.271205072312003,11.778696341726244,7.38416755238628
99,Parmar Properties, Raheja Shilas,1100.0,7000000,4801,Ready to Move,7 out of 14,Resale,North - East,Garden/Park,Freehold,1 Covered,Gurgaon,2,76.977574,28.3734,59,60,2160,2236,2071,128,109,28,14.226622772791949,21.408357759604183,16.29430301638566
101,Taniya rawat, Tata La Vida,1105.0,16200000,10260,Ready to Move,8 out of 13,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,3,73.091058,19.214937,96,202,2126,1863,1881,128,29,28,513.0738759598363,1125.7462192973487,1114.5978459311484
102,Anand Properties, Prem Milan Apartment,2200.0,26500000,11042,Ready to Move,5 out of 10,Resale,South,"Main Road, Garden/Park",Freehold,5 Covered,Delhi,4,77.13026,28.712998,171,155,4770,4775,4860,50,41,31,0.7615085437203652,0.7499314682065475,0.3340270900449992
103,Global Realitiez, Greater Kailash 1,4800.0,165000000,25385,Ready to Move,Ground out of 4,New Property,North - West,Garden/Park,Freehold,"1 Covered,",Delhi,5,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
105,Realty Experts, Neeti Khand 2,2000.0,16000000,7273,Ready to Move,Ground out of 3,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,Ghaziabad,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
106,R K Property & Interior, Shubham CGHS,1400.0,15500000,9688,Ready to Move,4 out of 8,Resale,North - West,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,3,76.92946,28.354908,202,59,2126,2160,1881,128,109,74,13.558808831791334,25.73378678172582,17.76368345272348
107,LSG Landbase, Sector 83,1073.0,12300000,13810,Ready to Move,18 out of 33,New Property,East,Garden/Park,Freehold,4 Covered,Gurgaon,3,76.9732873,28.3981087,59,202,2160,2236,2071,128,109,74,12.956122560901793,19.138244116246696,13.53485378913803
108,Apex Propmart, Emaar Emerald Estate,1020.0,14500000,26154,Ready to Move,9 out of 12,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,2 Covered,Gurgaon,2,77.104215,28.516723,53,25,4251,4143,4145,28,29,128,3.8579547225211037,4.703299091556834,0.5926293430418946
109,Aar Pee Ess Associates, Salcon The Verandas,5000.0,170000000,15997,Ready to Move,Ground out of 17,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,2 Covered,Gurgaon,6,77.106287,28.435414,59,53,743,506,515,29,28,40,4.58144002366214,11.1097613986708,3.776607215818168
111,Iconic Realtors, Salcon The Verandas,1800.0,135000000,10526,Ready to Move,3 out of 16,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,5,77.106287,28.435414,59,53,743,506,515,29,28,40,4.58144002366214,11.1097613986708,3.776607215818168
112,Gupta Properties, Dwarka Sector 8,1000.0,20000000,9149,Ready to Move,2 out of 4,New Property,East,Main Road,Freehold,2 Covered,Delhi,3,77.05069,28.599244,37,36,2049,2028,1987,43,23,108,1.35165453894514,0.3441492231891302,0.11361304131194076
113,Sanskar Realty , Central Park Flower Valley Flamingo Floor,970.0,10000000,14203,Ready to Move,1 out of 2,New Property,North - East,Garden/Park,Freehold,2 Covered,Gurgaon,2,79.626719,30.736102,58,187,3701,3768,3752,129,94,106,320.5291322691871,342.9805281107771,340.6927887527059
114,Gautam Realty, Smart World Orchard,2900.0,22000000,9624,Poss. by Aug '26,2 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Gurgaon,3,83.301806,17.727266,96,162,741,742,511,5,4,1,641.1969501264817,1372.8343604756192,1365.8654557738564
115,Brothers & Company, M3M Antalya Hills Phase II,1500.0,11000000,13594,Ready to Move,1 out of 4,New Property,East,"Garden/Park, Main Road",Freehold,"2 Covered,",Gurgaon,2,77.072415,28.403567,59,60,743,506,515,29,28,128,6.191183222204312,16.170766385939885,8.522527459162932
116,Krishana Properties, Unitech Espace,650.0,43500000,14062,Ready to Move,1 out of 4,New Property,East,Garden/Park,Freehold,"1 Covered,",Gurgaon,4,77.07277089,28.41313545,59,60,743,506,515,29,28,128,5.129042502081356,15.315810861576798,8.036167937730307
117,Luxury Roof, DLF City Plot Phase 2,1458.0,22500000,3200,Ready to Move,1 out of 4,New Property,North - East,Main Road,Freehold,,Gurgaon,3,77.102974,28.491651,53,197,818,831,4250,28,29,128,1.0717725595068497,6.420921088505945,2.7784842715260836
121,Premium Properties, Godrej Meridien,1500.0,22500000,12129,Ready to Move,18 out of 19,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Gurgaon,3,77.002709,28.483239,60,59,2071,2070,2072,128,109,18,7.640654642097812,9.383418860618166,4.3174431380668965
122,Solution Specialists, Sobha International City,2430.0,65000000,26749,Ready to Move,1 out of 4,Resale,North - East,Garden/Park,Freehold,2 Open,Gurgaon,4,76.995648,28.505974,182,40,2071,2070,2072,128,109,74,5.98453961555565,8.138221400586042,1.6783720487965448
124,Real 2 Earth, IREO Uptown,1580.0,29000000,14139,Ready to Move,2 out of 18,Resale,South - East,"Pool, Garden/Park",Freehold,2 Covered,Gurgaon,4,77.05879638,28.3962551,59,60,743,506,515,29,128,28,7.169766650655183,17.133935274846497,10.238294970658924
125,JKM Infratech, Jaypee Greens Knights Court,2100.0,27000000,9153,Ready to Move,2 out of 4,Resale,East,Garden/Park,Leasehold,1 Covered,Noida,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
126,Gungun Properties, Uninav Bliss,1650.0,8560000,4300,Ready to Move,2 out of 4,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Ghaziabad,3,91.817007,26.157852,187,6,5558,413,5516,24,129,94,1622.7083643241745,1632.5300346798508,1628.019755789454
129,Dream Property TM, Panchsheel Enclave,1100.0,48000000,30000,Ready to Move,1 out of 4,New Property,North - East,Main Road,Freehold,"2 Covered,",Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
130,Demera Homes, Vasundhara,2430.0,7600000,5067,Ready to Move,4 out of 28,New Property,West,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Ghaziabad,3,77.0790894,28.4606332,59,60,831,818,5547,28,128,29,0.7282087079121163,10.364474940370368,4.6585817103931975
