S.no,property,location,carpet_area_sqft,Price,Rate_per_sqft,status,floor,transaction,facing,overlooking,ownership,parking,city,bedroom,X,Y,nearest_metro_1,nearest_metro_2,nearest_school_1,nearest_school_2,nearest_school_3,nearest_hospital_1,nearest_hospital_2,nearest_hospital_3,distance_nearest_metro_km,distance_nearest_hospital_km,distance_nearest_school_km
403,, Gaur City 2,890,7500000,4800,Ready to Move,10 out of 11,Resale,North - West,"Main Road, Garden/Park",Freehold,1 Covered,Noida,3,85.26667,26.76667,187,162,5558,5516,413,24,129,118,896.7300454,905.948192,900.8885878
421,Residio Real Estate, Vasundhara Sector 3,2250,7500000,6968,Ready to Move,Ground out of 3,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Open,Ghaziabad,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
422,Bhasin Estate Agency , Park View City 1,1125,22000000,10602,Ready to Move,7 out of 14,Resale,North - West,Main Road,Freehold,1 Covered,Gurgaon,3,76.951551,28.391569,202,59,2160,2236,2126,128,109,74,11.92884549,20.98442066,14.25688052
423,A2Z Real Estate Developers, BPTP Park 81,1700,7700000,5309,Ready to Move,2 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Open,Faridabad,3,77.3658,28.679127,101,6,2589,2774,2775,129,94,100,0.866464496,4.855606162,3.974981337
424,CBRE South Asia Pvt. Ltd., Ambience Mall,750,97800000,14500,Ready to Move,3 out of 12,Resale,North - East,Main Road,Freehold,2 Covered,Gurgaon,4,77.0972049,28.5042583,53,197,4251,4250,4271,28,29,128,2.531502565,6.036005994,1.774659526
425,ANG Homes Pvt Ltd, Ambience Mall,900,112300000,14500,Ready to Move,7 out of 12,Resale,North - East,"Main Road, Garden/Park",Freehold,1 Covered,Gurgaon,5,77.0972049,28.5042583,53,197,4251,4250,4271,28,29,128,2.531502565,6.036005994,1.774659526
427,, Park Royal Apartments,2300,32500000,13542,Ready to Move,3 out of 10,Resale,West,Garden/Park,Freehold,1 Covered,Delhi,4,77.09241195,28.42022605,59,60,743,506,515,29,28,128,4.864260197,13.36836355,5.720143089
428,, Chhattarpur Enclave,1500,6500000,2889,Ready to Move,2 out of 5,Resale,East,"Garden/Park, Pool, Main Road",Leasehold,2 Covered,Delhi,3,77.179833,28.502919,20,46,664,530,465,29,34,40,0.682619084,2.766986312,0.32453883
429,, Ireo Victory Valley,1150,37000000,13821,Ready to Move,25 out of 30,Resale,East,Garden/Park,Freehold,1 Covered,Gurgaon,3,77.0637207,28.3918935,59,60,743,506,515,29,28,128,7.552308839,17.64326412,10.01018589
430,, RR Homes,560,2750000,2835,Ready to Move,1 out of 3,New Property,South - East,"Garden/Park, Main Road",Freehold,1 Covered,Noida,2,77.0489548,28.4386132,59,60,831,2217,5547,128,28,29,3.495212669,12.43542039,8.621314805
432,, Shiv Nagar,1959.0298,7500000,8333,Ready to Move,29 out of 38,Resale,North,Garden/Park,Freehold,"1 Covered,",Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
433,, DLF Crest,1250,140000000,34809,Ready to Move,3 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,,Gurgaon,4,77.093951,28.494768,197,53,4251,4250,4249,28,29,128,1.501955556,6.937141559,2.834880512
451,Happy Homes, New Rajendra Nagar,1300,28500000,21111,Ready to Move,2 out of 4,New Property,North,Main Road,Freehold,"1 Covered,",Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
452,Anupam Properties, Sector 31,7200,14000000,6222,Ready to Move,3 out of 4,New Property,South,Main Road,Freehold,1 Covered,Faridabad,3,77.0497179,28.4540044,59,60,2217,831,818,128,28,29,2.614295034,10.72493047,7.325578524
453,Skyera Real Estate, Raj Nagar,1560,55000000,7639,Poss. by Dec '23,1 out of 3,Resale,North - East,Main Road,Freehold,"2 Covered,",Ghaziabad,6,77.0180396,28.4480285,59,60,2217,2071,2070,128,109,89,6.191260159,12.05336616,8.57371069
455,, Vaishali Sector 2,1100,2350000,4700,Ready to Move,Ground out of 3,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Ghaziabad,1,77.338146,28.643401,89,4,1705,1712,1689,7,100,107,1.546396324,3.403600593,2.049278011
456,, Ardee City,670,16000000,5926,Ready to Move,Ground out of 3,Resale,East,"Garden/Park, Pool, Main Road",Freehold,2 Covered,Gurgaon,4,77.07920791,28.4410412,59,60,831,5547,743,29,28,128,2.157702201,12.45395483,5.552892688
457,, Ansal Plaza-Gr. Noida,2880,4500000,3333,Ready to Move,2 out of 22,Resale,East,Main Road,Freehold,2 Covered,Noida,2,77.508415,28.463098,10,111,5558,5516,5604,1,118,24,22.32872213,26.30181792,19.40545729
458,, Beta 2 Block G,2368.058,6000000,3315,Ready to Move,13 out of 13,Resale,North - East,Main Road,Freehold,1 Covered,Noida,3,80.168116,13.083292,96,162,741,742,511,5,4,12,611.7061411,1743.194458,1734.422408
459,, Sector 28,1800,17500000,5556,Ready to Move,2 out of 4,New Property,North - East,Main Road,Freehold,"1 Covered,",Faridabad,4,77.0825722,28.4741302,112,135,831,818,5547,28,128,29,0.635942204,9.059785381,4.179704617
460,, New Delhi,1120,3000000,6479,Ready to Move,3 out of 3,Resale,North,Garden/Park,Freehold,"8 Covered,",Delhi,2,77.1362483,28.566437,190,25,4267,4278,4092,28,83,40,1.068414586,3.776289544,0.995764796
461,, KDP Grand Savana,80,5000000,4000,Ready to Move,8 out of 11,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,,Ghaziabad,2,77.420119,28.70417,187,6,2977,2811,2589,129,94,100,3.758945384,11.26687755,10.01391227
462,, Raghubarpura,1800,45000000,15000,Ready to Move,5 out of 5,Resale,North,Main Road,Leasehold,,Delhi,6,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
465,, Safdarjung Enclave,3875.004,55000000,18333,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,,Delhi,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
466,, Neeti Khand 1,750,24000000,10135,Ready to Move,3 out of 4,New Property,East,"Pool, Garden/Park",Leasehold,,Ghaziabad,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
481,Homeway Realty, Bankey Bihari Sharnam,1000,4300000,3601,Ready to Move,2 out of 10,Resale,North - East,Main Road,Freehold,1 Covered,Ghaziabad,2,77.735883,28.982319,58,187,2968,2733,2731,129,94,106,37.36895099,57.02281766,54.87993425
482,White Bricks, Trident Embassy Reso,787,9270000,6600,Poss. by Mar '24,16 out of 22,New Property,North - East,Garden/Park,Leasehold,1 Covered,Noida,3,77.445716,28.570885,15,187,1184,1320,1580,24,7,118,11.56388871,15.02245621,12.5119483
484,, Essel Towers,900,22000000,9333,Ready to Move,3 out of 12,Resale,North - West,"Garden/Park, Pool, Main Road",Leasehold,1 Open,Gurgaon,3,77.0748203,28.4767103,60,112,831,818,2217,128,28,29,0.554534341,8.518291617,4.839431229
486,, M3M Marina,1850,16200000,12222,Ready to Move,11 out of 24,Resale,North,Main Road,Freehold,"1 Covered,",Gurgaon,3,77.059615,28.402113,59,60,743,506,515,29,128,28,6.515385927,16.48731819,9.864130395
487,, Patel Nagar,2700,11000000,4255,Ready to Move,1 out of 3,Resale,South,Garden/Park,Freehold,1 Covered,Gurgaon,9,77.0391986,28.4657746,60,59,2217,2205,1750,128,28,89,3.758871583,9.548411838,6.137270451
489,, Emaar MGF Palm Studios,54,16500000,2578,Ready to Move,3 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Freehold,2 Covered,Gurgaon,2,77.104215,28.516723,53,25,4251,4143,4145,28,29,128,3.857954723,4.703299092,0.592629343
490,, Signature Global Park 4 and 5,1150,8200000,3810,Ready to Move,1 out of 3,Resale,North - East,Main Road,Freehold,2 Open,Gurgaon,3,77.065442,28.290471,59,60,743,506,515,29,28,128,18.76188193,27.51832112,18.5465745
491,, Sector 83,995,5800000,6937,Ready to Move,11 out of 25,Resale,North,Main Road,Freehold,1 Covered,Faridabad,3,76.9732873,28.3981087,59,202,2160,2236,2071,128,109,74,12.95612256,19.13824412,13.53485379
492,, Raispur Ghaziabad,1300,4000000,17280,Ready to Move,Ground out of 19,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Ghaziabad,2,83.255909,25.548777,162,177,5516,5558,5604,1,118,24,728.4549226,741.4728903,734.3371167
494,, Bestech Park View Spa,1650,54000000,8889,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Leasehold,"2 Covered,",Gurgaon,4,77.022087,28.498318,182,60,2217,2205,2071,128,109,89,5.338682851,6.785369724,3.923256793
495,, Sector 77,1120,8900000,66176,Ready to Move,Ground out of 4,Resale,South - East,Main Road,Freehold,"1 Covered,",Faridabad,3,76.982557,28.3832337,59,60,2160,2236,2071,128,109,28,13.09171398,20.18719584,15.20352338
511,Homez & Own, Gaur City 2 Sanskriti Vihar,1300,7000000,5490,Ready to Move,Ground out of 28,Resale,East,"Garden/Park, Pool",Co-operative Society,1 Covered,Noida,3,85.26667,26.76667,187,162,5558,5516,413,24,129,118,896.7300454,905.948192,900.8885878
512,Sky High Developers, Gamri Village,1267,4680000,5200,Ready to Move,2 out of 4,Resale,East,Main Road,Power Of Attorney,2 Open,Delhi,3,83.947124,21.392519,96,162,5523,245,566,5,1,4,810.0042923,1084.736907,1077.103682
513,Inderjit Singh, Anand Vihar,991,25000000,18519,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,2 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
514,Urban Space, NCR Monarch and Crown,2000,7000000,3867,Ready to Move,1 out of 24,Resale,North,"Garden/Park, Pool, Main Road",Leasehold,"2 Covered,",Noida,3,76.582767,9.588121,96,162,167,741,742,4,5,29,930.8724079,2102.017364,2092.498951
516,, DDA Flats Pocket E,3600,35000000,15909,Ready to Move,1 out of 4,Resale,North,Main Road,Freehold,2 Covered,Delhi,4,77.172969,28.552137,120,161,5476,4137,4190,40,71,126,0.369978985,1.757603959,0.406049622
517,, Adani Samsara,5000,44000000,16436,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,4,87.390932,21.865482,96,162,5523,245,780,1,118,5,1179.045504,1344.515849,1337.108191
518,, Spaze Privy 72,4005,31000000,8486,Ready to Move,15 out of 15,Resale,North - East,Garden/Park,Leasehold,"1 Covered,",Gurgaon,5,77.03548068,28.4085252,59,60,743,831,506,128,29,28,6.989056483,15.89481232,11.60078333
519,, Sector 44,600,95000000,36773,Ready to Move,3 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Noida,5,77.0738281,28.4507064,59,60,831,5547,818,128,28,29,0.967423257,11.30041638,5.554535106
520,, Mulberry County,2000,6000000,3934,Ready to Move,2 out of 16,Resale,North - East,Main Road,Freehold,1 Covered,Faridabad,3,77.052679,28.382826,59,60,743,506,515,29,128,28,8.778100415,18.61630051,11.58545627
522,, Dwarka Sector 8,2000,7500000,11538,Ready to Move,2 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",Delhi,2,77.05069,28.599244,37,36,2049,2028,1987,43,23,108,1.351654539,0.344149223,0.113613041
523,, Gamma 2 Block J Greater Noida,1100,22500000,8036,Ready to Move,5 out of 10,Resale,North,"Garden/Park, Main Road",Freehold,1 Covered,Noida,6,77.315313,28.583362,131,134,1468,1430,1478,24,53,101,1.658909845,2.130777994,0.943767753
524,, Khairpur Gurjar,675,4000000,3454,Ready to Move,1 out of 4,Resale,North - East,Main Road,Freehold,2 Covered,Noida,2,79.157507,27.533567,162,177,5516,5523,5558,1,118,24,223.10549,236.1533871,228.9547123
525,, MK Residency,4800,25200000,10500,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,4,77.676762,12.994557,96,162,741,742,511,4,5,29,547.0674331,1723.283866,1714.051695
527,, Rajendra Nagar Sector 5,1100,10000000,5000,Ready to Move,13 out of 19,New Property,North - West,"Garden/Park, Main Road",Power Of Attorney,,Ghaziabad,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
528,, Mahindra Aura,477,10900000,9478,Ready to Move,1 out of 2,Resale,East,"Garden/Park, Main Road",Freehold,,Gurgaon,2,77.02687685,28.512735,182,40,2217,2205,1898,128,109,18,3.66490425,5.155809951,2.690371395
530,, Central Park,1350,12500000,10163,Ready to Move,2 out of 4,New Property,North,"Garden/Park, Main Road",Leasehold,,Gurgaon,3,77.0985008,28.49444825,53,197,4251,4250,4249,28,29,128,1.441407274,6.569081098,2.841121985
531,, Sainik Farm New Delhi,1440,57000000,10962,Ready to Move,12 out of 21,Resale,,Garden/Park,Leasehold,,Delhi,5,79.489693,29.188213,58,187,2583,2968,2977,129,94,100,232.7821282,247.1836212,245.7748
532,, Rohini Sector 21,2700,4600000,5288,Ready to Move,6 out of 18,Resale,,Garden/Park,Freehold,,Delhi,2,77.122822,28.732753,172,176,4985,4984,5184,80,50,42,1.987647014,1.596403412,0.437608867
533,, Nimbus Express Park View 2,450,7900000,6779,Ready to Move,7 out of 20,Resale,,Main Road,Freehold,,Noida,3,77.502946,28.431447,127,13,5558,5516,5604,1,118,5,21.488366,27.21264264,20.07902951
542,Arun Associates, Sector 23A Gurgaon,2200,56000000,22400,Ready to Move,Ground out of 1,Resale,North - East,Garden/Park,Freehold,4 Open,Gurgaon,4,77.0463022,28.5056942,112,60,2217,2205,1750,128,89,109,4.648217786,5.047822328,1.640133981
543,Kanak Properties , RWA POCKET 1 JASOLA,2500,36500000,13519,Ready to Move,1 out of 3,New Property,North - East,Garden/Park,Freehold,1 Covered,Delhi,4,77.069592,28.712281,123,124,5667,5043,4780,51,112,90,3.360300014,1.050766926,0.257209419
544,Gargi Associates, Palm Resort,2500,7200000,4881,Ready to Move,5 out of 14,Resale,North - East,Garden/Park,Freehold,1 Covered,Ghaziabad,3,85.242953,23.406134,162,177,5523,245,780,1,118,5,1036.368072,1051.380286,1043.993319
545,, Paras Seasons,910,4600000,5786,Ready to Move,Ground out of 17,Resale,East,Main Road,Freehold,2 Open,Noida,2,77.02043,28.453932,59,60,2217,2071,2070,128,109,89,5.828237642,11.34727947,8.034564246
546,, New Mahavir Nagar,1500,17500000,6481,Ready to Move,1 out of 5,Resale,North,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,5,77.300595,28.589398,131,109,1477,1738,1481,24,53,101,0.107060205,2.023735668,0.093952763
547,, New Delhi,1100,7000000,7778,Ready to Move,7 out of 7,New Property,East,"Garden/Park, Main Road",Co-operative Society,1 Covered,Delhi,3,77.1362483,28.566437,190,25,4267,4278,4092,28,83,40,1.068414586,3.776289544,0.995764796
548,, Pitampura,900,42000000,25455,Ready to Move,4 out of 6,Resale,East,"Garden/Park, Main Road",Freehold,"2 Covered,",Delhi,4,77.135444,28.712134,155,171,4860,4770,4851,41,31,88,1.046092418,0.337663974,0.558442445
549,, Sector 21C,1570,6800000,5312,Ready to Move,1 out of 4,Resale,North - East,"Pool, Garden/Park, Main Road",Freehold,1 Covered,Faridabad,2,77.0748376,28.4536986,59,60,831,5547,818,128,28,29,0.671643589,10.99808912,5.329593093
550,, Uttam Nagar,640,6500000,7949,Ready to Move,3 out of 10,Resale,North - East,"Pool, Garden/Park, Main Road",Leasehold,3 Open,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
551,, The Shabad Apartment,1300,15500000,7277,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,3,77.101011,28.448712,59,197,831,5547,743,29,28,128,3.361228974,10.27585731,3.166441233
552,, Phi 3 Greater Noida,400,4700000,3646,Ready to Move,10 out of 13,Resale,North,"Garden/Park, Pool, Main Road",Freehold,2 Open,Noida,1,77.474759,28.530061,15,143,5558,413,5516,24,118,1,16.03347899,19.56020081,15.12308574
553,, Phi 3 Greater Noida,1950,17500000,3864,Ready to Move,1 out of 21,Resale,South - East,Garden/Park,Freehold,1 Covered,Noida,6,77.474759,28.530061,15,143,5558,413,5516,24,118,1,16.03347899,19.56020081,15.12308574
554,, Pocket 4 Phi 2,1380,8500000,6250,Ready to Move,2 out of 27,Resale,North - East,"Garden/Park, Main Road",Leasehold,1 Covered,Noida,4,77.066139,28.579349,34,35,1794,1917,1793,89,25,60,0.57062879,1.064674363,0.434620241
555,, Pocket 4 Phi 2,750,7000000,6944,Ready to Move,1 out of 5,Resale,North - West,"Garden/Park, Pool, Main Road",Freehold,,Noida,2,77.066139,28.579349,34,35,1794,1917,1793,89,25,60,0.57062879,1.064674363,0.434620241
556,, Samridhi Grand Avenue,3800,7500000,14642,Ready to Move,11 out of 12,New Property,North - East,Garden/Park,Freehold,,Noida,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
558,, Govindpuri Extension,1600,3300000,10000,Ready to Move,9 out of 19,Resale,East,"Garden/Park, Pool",Freehold,,Delhi,2,77.25999,28.580917,57,8,256,489,539,39,121,58,0.92108184,0.299405976,0.101793052
559,, Tulip Ivory,1450,24000000,5536,Ready to Move,1 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,,Gurgaon,4,77.02882538,28.39410465,59,60,743,506,831,128,29,28,8.724097902,17.58500407,13.16785448
571,United Homes, Faridabad,750,6500000,7222,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,2 Covered,Faridabad,2,77.1569164,28.4154331,5,46,743,459,457,29,28,34,8.031176735,11.53068204,3.029806283
572,Property Solution, Indirapuram,1800,3500000,7124,Ready to Move,3 out of 4,Resale,North,"Garden/Park, Pool, Main Road",Freehold,1 Open,Ghaziabad,2,77.369259,28.633667,89,101,1203,1580,1343,7,94,100,5.031456338,6.645483656,3.584588516
573,, Aditya Mega City,1270,13500000,9055,Ready to Move,4 out of 14,Resale,East,Main Road,Freehold,1 Covered,Ghaziabad,3,77.361779,28.637238,89,4,5504,1203,1580,7,94,100,4.25073502,5.835826478,3.083070679
574,, Hari Nagar,1728,11500000,8615,Ready to Move,2 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
575,, Bestech Park View Residency,1200,5600000,14699,Ready to Move,6 out of 8,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,2 Covered,Gurgaon,1,77.022087,28.498318,182,60,2217,2205,2071,128,109,89,5.338682851,6.785369724,3.923256793
576,, DLF Nestle House,3060,33000000,6855,Ready to Move,8 out of 21,Resale,East,"Garden/Park, Pool, Main Road",Leasehold,100 Open,Gurgaon,4,77.083186,28.49068,135,136,2221,4251,4271,128,28,29,1.105959337,7.398193402,3.273677737
577,, Shivalik Colony,516,42500000,38314,Ready to Move,Ground out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
578,, Vardaan Apartments,850,8500000,7030,Ready to Move,1 out of 4,Resale,North - East,"Pool, Garden/Park, Main Road",Freehold,"1 Covered,",Ghaziabad,2,72.815504,18.964248,96,202,2126,1863,1881,128,29,109,535.8093571,1163.440218,1152.065032
579,, Badshahpur Gurgaon,800,120000000,8086,Ready to Move,10 out of 22,Resale,North,Main Road,Freehold,"1 Covered,",Gurgaon,5,77.0484201,28.3932757,59,60,743,506,515,128,29,28,7.811361955,17.46638912,11.41198676
580,, Griha Pravesh,400,16000000,4018,Ready to Move,4 out of 12,Resale,East,Main Road,Freehold,"2 Covered,",Noida,3,72.979809,26.261453,202,59,1863,2132,2233,74,116,120,496.098625,514.812121,500.5989307
581,, Suncity Avenue 102,650,4900000,9877,Ready to Move,24 out of 24,Resale,North - East,Main Road,Freehold,1 Covered,Gurgaon,2,-122.378204,37.73369,58,176,4065,3701,3768,103,99,106,22140.49399,22151.78087,22138.81995
582,, Paramount Symphony,1850,4050000,2593,Ready to Move,2 out of 3,Other,South -West,"Garden/Park, Main Road",Freehold,2 Covered,Ghaziabad,2,76.441144,10.874852,96,162,167,741,742,4,5,29,791.3654168,1959.936683,1950.346534
583,, Rohini Sector 9,1614.585,14000000,4592,Ready to Move,1 out of 4,Resale,East,Garden/Park,Leasehold,,Delhi,2,77.122822,28.732753,172,176,4985,4984,5184,80,50,42,1.987647014,1.596403412,0.437608867
584,, Roshanpura,1485,8000000,14783,Ready to Move,1 out of 4,Resale,North - East,Main Road,Freehold,,Delhi,4,76.98918,28.60057,121,122,1994,2105,1890,74,120,116,1.504776824,0.649068175,0.110850049
585,, Roshanpura,1000,3500000,6111,Ready to Move,4 out of 4,New Property,East,"Garden/Park, Main Road",Leasehold,,Delhi,3,76.98918,28.60057,121,122,1994,2105,1890,74,120,116,1.504776824,0.649068175,0.110850049
587,, Adarsh Apartment,2620,17000000,6222,Ready to Move,3 out of 4,Resale,,"Garden/Park, Pool, Main Road",,,Delhi,2,77.039828,28.422365,59,60,831,743,5547,128,28,29,5.488739439,14.31211245,10.35139295
588,, Empire Apartment,2000,3000000,8696,Ready to Move,7 out of 12,Resale,,,,,Delhi,1,81.369362,16.578773,96,162,741,742,511,5,4,1,451.6132771,1401.486326,1393.418768
601,New Gurgaon Propmart, Sector 69,900,8000000,10000,Ready to Move,1 out of 5,Resale,West,Main Road,Freehold,1 Covered,Gurgaon,2,77.0372311,28.3960701,59,60,743,506,515,128,29,28,8.049182964,17.24490743,12.31866024
604,Shiv Kumar, Mayfair Apartments,1600,9000000,8571,Ready to Move,Ground out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,2 Covered,Delhi,2,72.815504,18.964248,96,202,2126,1863,1881,128,29,109,535.8093571,1163.440218,1152.065032
607,, Greater Kailash 1,540,27000000,14423,Ready to Move,2 out of 3,Resale,South -West,"Garden/Park, Main Road",Freehold,1 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
608,, Greater Noida West,1650,5000000,5405,Ready to Move,7 out of 19,Resale,West,Garden/Park,Freehold,1 Covered,Noida,2,77.311612,28.584884,131,134,1468,1478,1481,24,53,101,1.214720083,1.977595751,0.595398868
610,, Project Housing Board Colony,900,4500000,6667,Ready to Move,Ground out of 1,Resale,North,Main Road,Freehold,2 Covered,Gurgaon,1,77.08582,28.441527,59,60,831,5547,743,29,28,128,2.458764578,12.00038189,4.937920965
611,, Sector 23 Sanjay Nagar Ghaziabad,1600,13500000,10000,Ready to Move,Ground out of 2,Resale,East,Garden/Park,Freehold,,Ghaziabad,2,77.450989,28.687641,187,6,2589,2774,2775,129,94,100,4.361135887,14.35044559,13.43233148
612,, SG Grand,700,5050000,4391,Ready to Move,4 out of 19,Resale,East,Garden/Park,Leasehold,,Ghaziabad,3,76.91097,28.472058,202,182,2126,1881,2208,74,109,128,4.682730349,16.15277227,4.811995647
613,, Gyan Khand 1,2250,11700000,6372,Ready to Move,1 out of 4,New Property,North - East,"Main Road, Garden/Park",Freehold,,Ghaziabad,3,77.349899,28.639812,89,4,5504,1203,1212,7,100,94,2.901457886,4.563796032,2.458356935
614,, Sector 22B Gurgaon,1260,50000000,10000,Ready to Move,Ground out of 4,Resale,North - East,Main Road,Freehold,,Gurgaon,7,77.06599955,28.5087661,112,135,2217,2207,2218,128,89,28,3.627893029,4.828054961,1.992482803
616,, Gaur Heights,1260,8200000,6212,Ready to Move,14 out of 14,Resale,East,Main Road,Freehold,,Ghaziabad,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
617,, Promise Apartments,2500,10500000,8750,Ready to Move,2 out of 3,Resale,North - East,"Garden/Park, Main Road",Leasehold,,Delhi,3,72.815504,18.964248,96,202,2126,1863,1881,128,29,109,535.8093571,1163.440218,1152.065032
632,Realty Store, Jaypee Aman,1125,5500000,4083,Ready to Move,12 out of 21,Resale,North - East,Garden/Park,Freehold,1 Covered,Noida,3,77.366802,28.508477,10,143,5558,413,5516,1,118,10,7.03847778,9.91778615,2.979821273
634,Vinod Kumar, Wave City,1300,4200000,4506,Ready to Move,1 out of 3,Resale,East,Garden/Park,Freehold,"1 Covered,",Ghaziabad,2,77.345703,28.585777,15,143,1202,1284,1198,24,53,101,2.737135533,3.967143143,2.351728104
635,Global Proptech, Rajokri New Delhi,1800,14000000,12444,Ready to Move,2 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,2,77.1022216,28.5182189,25,53,4271,4251,4143,28,29,128,3.972158395,4.848776913,0.316064071
636,, Rajokri New Delhi,1000,7500000,45455,Ready to Move,1 out of 10,Resale,North - East,Garden/Park,Freehold,"2 Covered,",Delhi,3,77.1022216,28.5182189,25,53,4271,4251,4143,28,29,128,3.972158395,4.848776913,0.316064071
638,, Garden Estate,1440,23000000,11500,Ready to Move,1 out of 2,Resale,North - East,Garden/Park,Freehold,2 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
639,, Amritpuri,1590,7800000,7959,Ready to Move,Ground out of 3,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,4 Open,Delhi,2,75.292555,25.104186,202,162,2126,1863,1881,128,29,109,411.7669307,429.6080782,417.5636402
640,, Sector 12 Pratap Vihar,2925,4800000,3097,Ready to Move,5 out of 30,Resale,North - East,Garden/Park,Freehold,1 Covered,Ghaziabad,3,77.06357,28.464073,59,60,2217,831,818,128,28,29,1.137136532,9.65763926,6.29818561
642,, Godrej Iria,2200,21000000,9545,Poss. by Apr '27,1 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,3,77.002709,28.483239,60,59,2071,2070,2072,128,109,18,7.640654642,9.383418861,4.317443138
643,, Sector 1,1305,2300000,2396,Ready to Move,3 out of 13,Resale,North - East,Main Road,Freehold,1 Covered,Noida,2,77.0418623,28.51878135,182,40,2217,2205,1750,128,89,109,3.114276878,3.768317972,0.913357139
644,, Janakpuri,600,30000000,10256,Ready to Move,10 out of 14,New Property,North - West,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Delhi,3,77.087322,28.621949,23,72,4705,4562,4579,124,21,111,0.727504689,0.855116925,0.367647768
645,, Sector 19B Dwarka,495,55000000,17188,Poss. by Apr '26,Ground out of 3,New Property,East,"Garden/Park, Pool",Power Of Attorney,"2 Covered,",Delhi,4,77.081229,28.503869,135,136,2221,1849,2084,128,28,29,2.585778566,6.004698913,1.795730274
646,, Sarvodaya Enclave,2600,75000000,30000,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,,Delhi,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
647,, UPSIDC Site C Block E Greater Noida,768,6200000,4114,Ready to Move,8 out of 9,Resale,North - East,Pool,Freehold,,Noida,2,77.315313,28.583362,131,134,1468,1430,1478,24,53,101,1.658909845,2.130777994,0.943767753
648,, UPSIDC Site C Block G,830,4700000,3629,Ready to Move,3 out of 4,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,,Noida,3,77.107619,28.471439,53,197,831,818,5547,29,28,40,1.316231649,7.910986736,1.383542231
